Programme,College
Bachelor of Arts,SHREE OM NAMHA PRATISHTHAN LATUR KHARGHAR RAIGAD
(Nursing)Bachelor of Science in Nursing,SHRI J G COOPERATIVE HOSPITAL & RESEARCH BELGAUM
(Nursing)Bachelor of Science in Nursing,SITA RAMAIAH SCHOOL OF NURSING QUTBULLAPUR HYDERABAD
Bachelor of Engineering,SPECT POLYTECHNIC
(Nursing)Bachelor of Science in Nursing,ST ANN'S HOSPITAL SCHOOL OF NURSING KRISHNA
Bachelor of Hotel Management,STATE INSTITUTE OF HOTEL MANAGEMENT AND CATERING TECHNOLOGY THUVAKKUDI
Bachelor of Education,St. George D.Ed. college Sankarpally Rangareddy District
(Nursing)Bachelor of Science in Nursing,ST IGNATIUS SCHOOL OF NURSING KANNADA
(Hons)Bachelor of Science (Honors),ST STEPHEN'S HOSPITAL NORTH DELHI
(Nursing)Bachelor of Science in Nursing,SUBASH SCHOOL OF NURSING BANGALORE
(Nursing)Bachelor of Science in Nursing,SUSHREE INSTITUTE OF TECHNICAL EDUCATION BALANGIR
Bachelor of Education,TECNIA INSTITUTE OF TEACHER EDUCATION ROHINI
(Nursing)Bachelor of Science in Nursing,VARDHAN SCHOOL OF NURSING KRISHNA
(Nursing)Bachelor of Science in Nursing,VYDEHI INSTITUTE OF NURSING SCIENCES & RES. CENTRE BANGALORE
(Nursing)Bachelor of Science in Nursing,VYDEHI INSTITUTE OF NURSING SCIENCES & RES. CENTRE BANGALORE
(Nursing)Bachelor of Science in Nursing,WOODLAND INSTITUTE OF NURSING EAST KHASI HILLS
Bachelor of Technology,100054GOVERNMENT COLLEGE OF ENGINEERING JALGAON.
Bachelor of Technology,100054GOVERNMENT COLLEGE OF ENGINEERING JALGAON.
Bachelor of Technology,100054GOVERNMENT COLLEGE OF ENGINEERING JALGAON.
Bachelor of Technology,100054GOVERNMENT COLLEGE OF ENGINEERING JALGAON.
Bachelor of Technology,100054GOVERNMENT COLLEGE OF ENGINEERING JALGAON.
Bachelor of Technology,100054GOVERNMENT COLLEGE OF ENGINEERING JALGAON.
Bachelor of Engineering,100084KCES'S COLLEGE OF ENGINEERING & INFORMATION TECHNOLOGY JALGAON
Bachelor of Engineering,100084KCES'S COLLEGE OF ENGINEERING & INFORMATION TECHNOLOGY JALGAON
Bachelor of Engineering,100084KCES'S COLLEGE OF ENGINEERING & INFORMATION TECHNOLOGY JALGAON
Bachelor of Engineering,100084KCES'S COLLEGE OF ENGINEERING & INFORMATION TECHNOLOGY JALGAON
Bachelor of Pharmacy,100098JZMDS'S COLLEGE OF PHARMACYMAMURABADJALGAON
Bachelor of Business Administration,110012TES'S BHUSAWAL ARTSSCIENCE & P.O.NAHATA COMMERCE COLLEGE BHUSAWAL.
Bachelor of Business Management,110012TES'S BHUSAWAL ARTSSCIENCE & P.O.NAHATA COMMERCE COLLEGE BHUSAWAL.
Bachelor of Computer Applications,110012TES'S BHUSAWAL ARTSSCIENCE & P.O.NAHATA COMMERCE COLLEGE BHUSAWAL.
Bachelor of Commerce,110012TES'S BHUSAWAL ARTSSCIENCE & P.O.NAHATA COMMERCE COLLEGE BHUSAWAL.
Bachelor of Science,110088K.NARKHEDE COLLEGE OF SCIENCEBHUSAWAL
Bachelor of Commerce,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Science,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Arts,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Arts,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Science,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Arts,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Arts,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Arts,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Arts,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Arts,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Science,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Science,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Science,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Arts,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Science,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Science,120017KES'S PRATAP COLLEGE AMALNER.
Bachelor of Education,140024CES'S COLLEGE OF EDUCATION CHOPDA.
Bachelor of Science,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Science,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Commerce,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Science,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Arts,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Arts,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Arts,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Arts,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Arts,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Science,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Arts,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Arts,170034PT COOP ES'S ARTSSCIENCE & COMMERCE COLLEGE PACHORA.
Bachelor of Science,190042SSPM'S RANI LAXMIBAI ARTS & SCIENCE COLLEGE PAROLA.
Bachelor of Science,190042SSPM'S RANI LAXMIBAI ARTS & SCIENCE COLLEGE PAROLA.
Bachelor of Science,190042SSPM'S RANI LAXMIBAI ARTS & SCIENCE COLLEGE PAROLA.
Bachelor of Arts,190042SSPM'S RANI LAXMIBAI ARTS & SCIENCE COLLEGE PAROLA.
Bachelor of Arts,190042SSPM'S RANI LAXMIBAI ARTS & SCIENCE COLLEGE PAROLA.
Bachelor of Science,190042SSPM'S RANI LAXMIBAI ARTS & SCIENCE COLLEGE PAROLA.
Bachelor of Education,200013AYKK'S COLLEGE OF EDUCATION DHULE.
Bachelor of Engineering,200025NES'S GANGAMAI COLLEGE OF ENGINEERING NAGAON TAL.& DISTDHULE.
Bachelor of Engineering,200025NES'S GANGAMAI COLLEGE OF ENGINEERING NAGAON TAL.& DISTDHULE.
Bachelor of Engineering,200025NES'S GANGAMAI COLLEGE OF ENGINEERING NAGAON TAL.& DISTDHULE.
Bachelor of Engineering,200025NES'S GANGAMAI COLLEGE OF ENGINEERING NAGAON TAL.& DISTDHULE.
Bachelor of Engineering,200025NES'S GANGAMAI COLLEGE OF ENGINEERING NAGAON TAL.& DISTDHULE.
Bachelor of Engineering,200025NES'S GANGAMAI COLLEGE OF ENGINEERING NAGAON TAL.& DISTDHULE.
Bachelor of Arts,210068NSS UTTAMRAO PATIL ARTS & SCIENCE COLLEGE DAHIWELTALSAKRI.
Bachelor of Arts,220029TES'S ARTSCOMMERCE & SCIENCE MAHILA MAHAVIDYALAYA NANDURBAR.
Bachelor of Commerce,220029TES'S ARTSCOMMERCE & SCIENCE MAHILA MAHAVIDYALAYA NANDURBAR.
Bachelor of Arts,220087NTVS'S ARTS&COMMERCE COLLEGEDHANORA DISTN'BAR
Bachelor of Business Administration,220104SGSSS'S P.G. INSTITUTE OF MANAGEMENT & RESEARCH CHAUPALE TAL&DISTNANDURBAR
Bachelor of Education,220105JIJAMATA EDUCATION SOCIETY'S COLLEGE OF EDUCATION NANDURBAR
Bachelor of Engineering,230032PSGVPM'S D.N.PATEL COLLEGE OF ENGINEERING SHAHADA DISTNANDURBAR.
Bachelor of Engineering,230032PSGVPM'S D.N.PATEL COLLEGE OF ENGINEERING SHAHADA DISTNANDURBAR.
Bachelor of Engineering,230032PSGVPM'S D.N.PATEL COLLEGE OF ENGINEERING SHAHADA DISTNANDURBAR.
Bachelor of Engineering,230032PSGVPM'S D.N.PATEL COLLEGE OF ENGINEERING SHAHADA DISTNANDURBAR.
Bachelor of Engineering,230032PSGVPM'S D.N.PATEL COLLEGE OF ENGINEERING SHAHADA DISTNANDURBAR.
Bachelor of Engineering,230032PSGVPM'S D.N.PATEL COLLEGE OF ENGINEERING SHAHADA DISTNANDURBAR.
Bachelor of Engineering,230032PSGVPM'S D.N.PATEL COLLEGE OF ENGINEERING SHAHADA DISTNANDURBAR.
Bachelor of Science,230078SHAHADA TALUKA COOP EDUCATIONAL SOCIETY'S SCIENCE COLLEGE SHAHADA.
Bachelor of Arts,240036KVPS'S SMT.P.D.M.ARTS SMT.H.D.COMMERCE & S.M.A.SCIENCE COLLEGE SHIRPUR.
Bachelor of Education,240040SES'S COLLEGE OF EDUCATION SHIRPUR DISTDHULE
Bachelor of Arts,250043SSVPS'S SMT.P.B.BAGAL ARTS & COMMERCE COLLEGE DONDAICHA TAL SHINDKHEDA DHULE
Bachelor of Commerce,250043SSVPS'S SMT.P.B.BAGAL ARTS & COMMERCE COLLEGE DONDAICHA TAL SHINDKHEDA DHULE
Bachelor of Pharmacy,260097ALIALLANA COLLEGE OF PHARMACY AKKALKUWA.
Bachelor of Technology,Aarushi Group of Institutions
Bachelor of Technology,Aarushi Group of Institutions
Bachelor of Technology,Aarushi Group of Institutions
Bachelor of Technology,Aarushi Group of Institutions
Bachelor of Pharmacy,Aarushi Group of Institutions
Bachelor of Technology,ABACUS Institute of Engineering & Management 240ENGG
Bachelor of Technology,ABACUS Institute of Engineering & Management 240ENGG
Bachelor of Technology,ABACUS Institute of Engineering & Management 240ENGG
Bachelor of Technology,ABACUS Institute of Engineering & Management 240ENGG
Bachelor of Technology,Abdul Kalam Institute of Technological Science
Bachelor of Technology,Abdul Kalam Institute of Technological Science
Bachelor of Technology,Abdul Kalam Institute of Technological Science
Bachelor of Technology,Abdul Kalam Institute of Technological Science
Bachelor of Engineering,Abhinav Education Society College of Engineering & Technology Vaddwadi
Bachelor of Engineering,Abhinav Education Society College of Engineering & Technology Vaddwadi
Bachelor of Engineering,Abhinav Education Society College of Engineering & Technology Vaddwadi
Bachelor of Engineering,Abhinav Education Society College of Engineering & Technology Vaddwadi
Bachelor of Computer Applications,Abhudaya degree College #26/1 Chikkaballenadur Village Caremlaram Road P.O. Sarjapur Road Bangalore 35
Bachelor of Technology,ACE Engineering college
Bachelor of Technology,ACE Engineering college
Bachelor of Technology,ACE Engineering college
Bachelor of Technology,ACE Engineering college
Bachelor of Technology,ACE Engineering college
Bachelor of Commerce,Acharya Institute of Management and Science Ist Stage Peenya Industrial Estate Bangalore58
Bachelor of Computer Applications,Acharya Institute of Management and Science Ist Stage Peenya Industrial Estate Bangalore58
Bachelor of Hotel Management,Acharya Institute of Management and Science Ist Stage Peenya Industrial Estate Bangalore58
Bachelor of Engineering,Acharya Institute of Technology BANGALORE
Bachelor of Engineering,Acharya Institute of Technology BANGALORE
Bachelor of Engineering,Acharya Institute of Technology BANGALORE
Bachelor of Engineering,Acharya Institute of Technology BANGALORE
Bachelor of Engineering,Acharya Institute of Technology BANGALORE
Bachelor of Engineering,Acharya Institute of Technology BANGALORE
Bachelor of Engineering,Acharya Institute of Technology BANGALORE
Bachelor of Computer Applications,Acharya Motibhai Patel Institute of Computer Studies
Bachelor of Engineering,A C T College of Engineering and Technology
Bachelor of Engineering,A C T College of Engineering and Technology
Bachelor of Engineering,A C T College of Engineering and Technology
Bachelor of Education,Adamas Institute of Teacher Education
Bachelor of Technology,ADAMAS Institute of Technology 239ENGG
Bachelor of Technology,ADAMAS Institute of Technology 239ENGG
Bachelor of Technology,ADAMAS Institute of Technology 239ENGG
Bachelor of Technology,ADAMAS Institute of Technology 239ENGG
Bachelor of Technology,ADAMAS Institute of Technology 239ENGG
Bachelor of Technology,ADAMAS Institute of Technology 239ENGG
Bachelor of Science,Adarsh College Ghailarah
Bachelor of Science,Adarsh College Ghailarah
Bachelor of Science,Adarsh College Ghailarah
Bachelor of Science,Adarsh College Ghailarah
Bachelor of Science,Adarsh College Ghailarah
Bachelor of Science,Adarsh College Ghailarah
Bachelor of Science,Adarsh College Ghailarah
Bachelor of Arts,Adarsh Mahavidyalaya VITA
Bachelor of Computer Applications,Adarsh Mahavidyalaya VITA
Bachelor of Commerce,Adarsh Mahavidyalaya VITA
Bachelor of Technology,Adhiparasakthi Engineering College
Bachelor of Engineering,Adhiparasakthi Engineering College
Bachelor of Engineering,Adhiparasakthi Engineering College
Bachelor of Engineering,Adhiparasakthi Engineering College
Bachelor of Engineering,Adhiparasakthi Engineering College
Bachelor of Technology,Adhiparasakthi Engineering College
Bachelor of Engineering,Adhiparasakthi Engineering College
Bachelor of Technology,ADITYA INSTITUTE OF TECHNOLOGY & MANAGEMENT K.Kothuru Tekkali  532201 Srikakulam District A.P
Bachelor of Technology,ADITYA INSTITUTE OF TECHNOLOGY & MANAGEMENT K.Kothuru Tekkali  532201 Srikakulam District A.P
Bachelor of Technology,ADITYA INSTITUTE OF TECHNOLOGY & MANAGEMENT K.Kothuru Tekkali  532201 Srikakulam District A.P
Bachelor of Technology,ADITYA INSTITUTE OF TECHNOLOGY & MANAGEMENT K.Kothuru Tekkali  532201 Srikakulam District A.P
Bachelor of Technology,ADITYA INSTITUTE OF TECHNOLOGY & MANAGEMENT K.Kothuru Tekkali  532201 Srikakulam District A.P
Bachelor of Technology,ADITYA INSTITUTE OF TECHNOLOGY & MANAGEMENT K.Kothuru Tekkali  532201 Srikakulam District A.P
Bachelor of Science,Aggarwal College BALLABGARH
Bachelor of Commerce,Aggarwal College BALLABGARH
Bachelor of Commerce,Aggarwal College BALLABGARH
Bachelor of Computer Applications,Aggarwal College BALLABGARH
Bachelor of Science,Aggarwal College BALLABGARH
Bachelor of Arts,Aggarwal College BALLABGARH
Bachelor of Science,Aggarwal College BALLABGARH
Bachelor of Arts,Aggarwal College BALLABGARH
Bachelor of Arts,Aggarwal College BALLABGARH
Bachelor of Arts,Aggarwal College BALLABGARH
Bachelor of Business Administration,Aggarwal College BALLABGARH
Bachelor of Business Administration,Aggarwal College BALLABGARH
Bachelor of Science,Aggarwal College BALLABGARH
Bachelor of Arts,Aggarwal College BALLABGARH
Bachelor of Science,Aggarwal College BALLABGARH
Bachelor of Arts,Aggarwal College BALLABGARH
Bachelor of Arts,Aggarwal College BALLABGARH
Bachelor of Engineering,AGM Rural College of Engineering & Technology VARUR
Bachelor of Engineering,AGM Rural College of Engineering & Technology VARUR
Bachelor of Engineering,AGM Rural College of Engineering & Technology VARUR
Bachelor of Engineering,AGM Rural College of Engineering & Technology VARUR
Bachelor of Engineering,AGM Rural College of Engineering & Technology VARUR
Bachelor of Engineering,AHMEDABAD INSTITUTE OF TECH
Bachelor of Engineering,AHMEDABAD INSTITUTE OF TECH
Bachelor of Engineering,AHMEDABAD INSTITUTE OF TECH
Bachelor of Hotel Management and Catering Technology,Ahmednagar Jilha Maratha Vidya Prasarak Samajs Institute of Hotel Management and Catering Technology Ahmednagar 414001
Bachelor of Hotel Management Travel and Tourism,Ahmednagar Jilha Maratha Vidya Prasarak Samajs Institute of Hotel Management and Catering Technology Ahmednagar 414001
Bachelor of Business Administration,AIMS College of Management & Technology Bakrol
Bachelor of Computer Applications,AIMS College of Management & Technology Bakrol
Bachelor of Commerce,AIMS College of Management & Technology Bakrol
Bachelor of Engineering,Akshaya Institute of Technology TUMKUR DIST
Bachelor of Engineering,Akshaya Institute of Technology TUMKUR DIST
Bachelor of Engineering,Akshaya Institute of Technology TUMKUR DIST
Bachelor of Engineering,Akshaya Institute of Technology TUMKUR DIST
Bachelor of Technology,Akula Sree Ramulu College of Engineering Beside NH5 By pass Road Tetali Tanuku PIN 534211
Bachelor of Technology,Akula Sree Ramulu College of Engineering Beside NH5 By pass Road Tetali Tanuku PIN 534211
Bachelor of Technology,Akula Sree Ramulu College of Engineering Beside NH5 By pass Road Tetali Tanuku PIN 534211
Bachelor of Technology,Akula Sree Ramulu College of Engineering Beside NH5 By pass Road Tetali Tanuku PIN 534211
Bachelor of Technology,Akula Sree Ramulu College of Engineering Beside NH5 By pass Road Tetali Tanuku PIN 534211
Bachelor of Technology,Akula Sree Ramulu College of Engineering Beside NH5 By pass Road Tetali Tanuku PIN 534211
Bachelor of Professional Studies,All India Institute of Physical Medicine & Rehabilitation Haji Ali Park K. Khadye Marg Mahalaxmi Mumbai 422 004
Bachelor of Education,All India Institute of Physical Medicine & Rehabilitation Haji Ali Park K. Khadye Marg Mahalaxmi Mumbai 422 004
Bachelor of Business Management,AlMighty First Grade College No.23 Opp. Arabic College Nagavara Main Raod Bangalore 560 045
Bachelor of Science,A.L.Y. College Tribeniganj
Bachelor of Science,A.L.Y. College Tribeniganj
Bachelor of Science,A.L.Y. College Tribeniganj
Bachelor of Science,A.L.Y. College Tribeniganj
Bachelor of Science,A.L.Y. College Tribeniganj
Bachelor of Science,A.L.Y. College Tribeniganj
Bachelor of Science,A.L.Y. College Tribeniganj
Bachelor of Hotel and Tourism Management,AMAL COLLEGE OF ADVANCED STUDIES MYLADI
(Nursing)Bachelor of Science in Nursing,Ambika College of Nursing
Bachelor of Science,A.M.C College 18th Km. Bannerghatta Road Bangalore83
Bachelor of Business Management,A.M.C College 18th Km. Bannerghatta Road Bangalore83
Bachelor of Commerce,A.M.C College 18th Km. Bannerghatta Road Bangalore83
Bachelor of Computer Applications,A.M.C College 18th Km. Bannerghatta Road Bangalore83
Bachelor of Hotel Management,A.M.C College 18th Km. Bannerghatta Road Bangalore83
Bachelor of Engineering,A M C College of Engineering BANGALORE
Bachelor of Engineering,A M C College of Engineering BANGALORE
Bachelor of Engineering,A M C College of Engineering BANGALORE
Bachelor of Engineering,A M C College of Engineering BANGALORE
Bachelor of Engineering,A M C College of Engineering BANGALORE
